sentiment,strictness,text,topicid
neutral,65,"i thought we sent a check in to you",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"i thought you would have received the payment by now",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"i totally understand the inconvenience",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"i totally understand your",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"i tried closing the browser",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"i tried to book online",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"i understand how important",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"i understand that you feel",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"i understand that you're frustrated",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"i understand what you are saying",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"i understand you requested to speak to a supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"i understand you're having a problem",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"i understand you're requesting a supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"i understand your anger",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"i understand your disappointment",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"i understand your frustration",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"i understand your issue",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"i understand your situation",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"i wanna cancel my",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"i wanna know why i'm charged for calls on my cell phone",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i wanna pay my bill today",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i wannna go ahead and pay the full amount",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i want a complete list of calls",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i want a complete listing of",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i want to cancel",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"i want to check my balance",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"i want to go over the charges",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i want to know my account balance",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"i want to know the balance due this month",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i want to know the balance of that bill",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"i want to make a credit card payment on my account",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i want to make a payment",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i want to pay my phone bill",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i want to pay the full amount",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i want to recharge my account",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i want to refuse and cancel the order",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"i want to set up an automatic payment",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i want to talk to the fraud department",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"i want you to be satisfied",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"i wanted to know about the bill",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i wanted you to transfer me back",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"i was charged for a month that was",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i was charged for every",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i was just calling to set up a payment",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i was just viewing my last bill",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i was looking at my bill",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i was looking at my bill the other day",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i was speaking to her five minutes ago",067bab27-0ce6-4da0-bccb-538e4d3287b9
neutral,65,"i was supposed to get a call back",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"i was told to call back",067bab27-0ce6-4da0-bccb-538e4d3287b9
neutral,65,"i was trying to book online and",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"i was trying to book online but",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"i was trying to get my balance",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"i was trying to log on line",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"i was trying to make a payment online",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"i was trying to make a payment with my credit card",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i was wondering about this one fee",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i was wondering if i could cancel my order",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"i went ahead and got your payment approved",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i wi'll check that for you",76b07616-465b-4cf7-8283-28e3e50de406
neutral,65,"i will call back tomorrow",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"i will call you back",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"i will have to call you back",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"i will have to get in touch with my husband",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"i will have to talk to my husband",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"i will have to transfer you",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"i will need to transfer you over to",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"i will submit that payment for you",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i will suspend your account",26058048-cf25-4cc5-95fc-eb384c71e02b
neutral,65,"i will take care of that",76b07616-465b-4cf7-8283-28e3e50de406
neutral,65,"i will try to call back in",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"i wish to cancel",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"i won't have that available for you before",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"i would be able to help you with that",76b07616-465b-4cf7-8283-28e3e50de406
neutral,65,"i would be happy to help you",76b07616-465b-4cf7-8283-28e3e50de406
neutral,65,"i would just like to cancel the order",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"i would like to cancel it",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"i would like to get a paper copy of my bill",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i would like to have those canceled",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"i would like to know my balance",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"i would like to submit a fraud claim",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"i wouldn't be able to give you",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"i wouldn't be able to give you the information over the phone",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"i wouldn't be able to tell you for security purpose",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"i'd be happy to take the payment for you",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i'd hate to have to see you",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"i'd like to cancel",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"i'd like to cancel my",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"i'd like to find out how much is owed on the account",26058048-cf25-4cc5-95fc-eb384c71e02b
neutral,65,"i'd like to know how much my bill is",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"i'd like to make a bill payment",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i'd like to make a payment",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i'd like to pay my bill",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i'd like to pay my past",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i'd like to pay today",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i'll be connecting you over",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"i'll be glad to assist you",76b07616-465b-4cf7-8283-28e3e50de406
neutral,65,"i'll be glad to get my supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"i'll be happy to transfer you",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"i'll be more than happy to",76b07616-465b-4cf7-8283-28e3e50de406
neutral,65,"i'll call you back later on today",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"i'll call you right back",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"i'll give you a call back",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"i'll go ahead and transfer you",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"i'll go ahead and transfer you now",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"i'll have to look at your last bill",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i'll just call back later",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"i'll just reverse those charges",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i'll mail y'all the money order",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i'll mail you the money order",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i'll pay it on friday",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i'll reverse those charges",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i'll sort that for you immediately",76b07616-465b-4cf7-8283-28e3e50de406
neutral,65,"i'll submit the payment for you",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i'll take a look at the bill",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i'll transfer you over now",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"i'll work on that right away",76b07616-465b-4cf7-8283-28e3e50de406
neutral,65,"i'm being billed",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i'm being charged for my overages",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i'm calling to cancel",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"i'm checking status on",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"i'm checking the status of my case",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"i'm comparing last months bill to this months bill",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i'm comparing one bill to another",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i'm going over your bill to see what happened",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i'm going to cancel",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"i'm going to get you to an agent that can",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"i'm going to have my supervisor look at this",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"i'm going to put my supervisor on the line",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"i'm gonna cancel",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"i'm gonna place you on a quick hold",5a166930-38ef-4b53-ac30-1866570d1eae
neutral,65,"i'm gonna put you on a little hold",5a166930-38ef-4b53-ac30-1866570d1eae
neutral,65,"i'm gonna put you on hold",5a166930-38ef-4b53-ac30-1866570d1eae
neutral,65,"i'm gonna set you up with a password",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"i'm gonna transfer you over",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"i'm gonna transfer you to another agent",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"i'm just trying to make a payment",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i'm looking at my bill",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i'm looking at the bank statement and you're all on here",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"i'm looking at your last bill",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i'm looking to cancel my",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"i'm moving and need to transfer",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"i'm moving houses",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"i'm needing to make a payment",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i'm not able to assist you because you don't",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"i'm not able to disclose any information on the account",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"i'm not able to give you any information",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"i'm not able to release any information that's on the account",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"i'm not able to set up an extension",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"i'm not able to set up the service for someone else",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"i'm not pulling anything up under",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"i'm not showing any payment made on this current address",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"i'm not showing we received a payment",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"i'm not sure why i'm being charged here",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i'm ringing to cancel",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"i'm showing that a payment did go through",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"i'm showing the current balance is",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"i'm showing your billing cycle",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i'm so sorry to hear that",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"i'm sorry about that",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"i'm sorry for your loss",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"i'm sorry let me see if i can help you",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"i'm sorry to hear",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"i'm sorry to hear about",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"i'm sorry to hear that",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"i'm sorry you feel that way",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"i'm supposed to call back",067bab27-0ce6-4da0-bccb-538e4d3287b9
neutral,65,"i'm transferring over a lady who",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"i'm trying to figure out why my bill is",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"i'm trying to make a payment",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i'm trying to pay my bill",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"i'm unable to answer you",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"i'm unable to assist you because you don't",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"i'm unable to assist you because you're not able to give me",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"i'm unable to give you the information",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"i'm unable to help you",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"i'm unable to protect your account",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"i'm unable to provide you with",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"i'm very concerned about",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"i'm very sorry but i can't help you",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"i'm wanting to cancel it",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"i'm with you too i don't understand",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"i've actually moved from that address",2f32bffa-3bbe-4888-952f-363673450da8
neutral,65,"i've got an escalated call",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"i've got an escalated issue for you",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"i've got to speak to cancellations",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"i've gotta move house",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"i've moved houses",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"i've paid my bills every month",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"id be upset too",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"identity theft",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"if it cashes it soon enough you won't get a late fee",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"if it goes to collection",36c17cd0-78d6-40e0-88af-8fcaf9157a28
neutral,65,"if the statements are already out for the next month",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"if there's a manager or someone",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"if they were a fraudulent charge",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"if you could call back",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"if you don't make the full payment",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"if you don't mind holding please",5a166930-38ef-4b53-ac30-1866570d1eae
neutral,65,"if you look at the first page of your bill",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"if you received my fax",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"if you still want to speak to a supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
neutral,65,"if you took those three services",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"if you took your three services",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"if you want me to call you back",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"if you're going through a comparison",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"if your payment is not made by midnight on the",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"im sorry say that again",322d1d3d-6442-409e-81eb-1bcb68888fc2
neutral,65,"in an open status",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"in my bank account",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"in my checking account on my bank",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"in order for us to collect a payment with a credit card",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"in order for you to get the money back on your account",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"in order to be cancelled",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"in the short run might benefit you to",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"inconvenience that is for you",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"incorrect password",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"incorrect username",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"initiate a fraud investigation",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"initiate an investigation with our fraud team",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"inquire about the discount we're supposed to receive on our bill",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"intercepting and trying to do a redirect",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"interested in canceling",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"interested in closing the",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"international calls are not included",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"internet crime center of the fbi",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"internet explorer",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"internet explorer as a browser",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"internet explorer cannot display",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"interrupt your service if you don't pay on the bill date",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"into the current password slot",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"is it individual or a family",2f32bffa-3bbe-4888-952f-363673450da8
neutral,65,"is it possible to cancel that order",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"is it too late to cancel the order",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"is there any way possible to cancel",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"is there anything else i can do",76b07616-465b-4cf7-8283-28e3e50de406
neutral,65,"is there anything else i can do for you today",76b07616-465b-4cf7-8283-28e3e50de406
neutral,65,"is there anything else i can help you with",33662858-a6d1-46dc-853f-ade2194632a5
neutral,65,"is there anything else you would like me to do for you right now",33662858-a6d1-46dc-853f-ade2194632a5
neutral,65,"is this permanent or temporary",2f32bffa-3bbe-4888-952f-363673450da8
neutral,65,"it can be a name or a number",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"it goes up to their full rates",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"it has not posted on the account",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"it hasn't gone through that i paid my bill",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"it is not letting me pay online",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"it keeps charging me for",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"it kept giving me an error message",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"it looks like your balance is",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"it says final notice",8f1cfaf5-c4a1-462d-8b2c-b4165dcffc4b
neutral,65,"it says i have a past due amount",36c17cd0-78d6-40e0-88af-8fcaf9157a28
neutral,65,"it says my password is incorrect",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"it says my username is incorrect",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"it says they're gonna send it back tomorrow",8f1cfaf5-c4a1-462d-8b2c-b4165dcffc4b
neutral,65,"it seems like your payment was not applied",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"it should have been suspended",26058048-cf25-4cc5-95fc-eb384c71e02b
neutral,65,"it shows the balance today is",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"it sounds like a possible fraud issue",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"it was a fraudulent charge",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"it was deposited back in",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"it was placed fraudulently",613159a2-98f5-4ea1-b7f3-b2584059d186
neutral,65,"it was returned due to the fact that we couldn't locate",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"it will get sorted out",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"it will prompt you to change your password",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"it won't accept a date of birth",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"it won't allow me to do so",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"it won't allow me to do that",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"it won't let me pass please enter",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"it won't take my password",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"it would not be that low of a rate",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"it'll be just a few minutes",5a166930-38ef-4b53-ac30-1866570d1eae
neutral,65,"it's a wonderful deal compared to",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"it's been more than forty eight hours",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"it's costing me",1ba1ecfa-ce6a-478c-81fd-b7042b174507
neutral,65,"it's delinquent",36c17cd0-78d6-40e0-88af-8fcaf9157a28
neutral,65,"it's giving me an error",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"it's gonna be by master card",c2446f90-cee6-4391-871e-f5d8699a7535
neutral,65,"it's included with the plan",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"it's just a different street address",2f32bffa-3bbe-4888-952f-363673450da8
neutral,65,"it's just money",1ba1ecfa-ce6a-478c-81fd-b7042b174507
neutral,65,"it's kicking me out",1aec6dd2-b0b7-425a-871e-add7af4a1d2b
neutral,65,"it's normally at full price",cd320977-79cd-411e-bb3f-41f95486a83d
neutral,65,"it's not letting me in",4cad2579-672b-48d8-bc34-01cee7160281
neutral,65,"it's not pulling up in our system",04d9a84a-5732-4046-b35f-d67c2e178ea7
neutral,65,"it's showing a zero balance due",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"it's still processing",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"it's supposed to be unlimited",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"it's the same anywhere else you go",0dedb566-b197-455f-b2e5-fb2a53b59109
neutral,65,"it's unfortunate",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"it's your current charges",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"its not showing on the computer that i made a payment",49a22c1d-6dce-4d68-b748-d19811103275
neutral,65,"its perfectly understandable that",d51b7fb7-49aa-4b3e-954f-20a483084bf5
neutral,65,"just a minute",5a166930-38ef-4b53-ac30-1866570d1eae
neutral,65,"just a moment",5a166930-38ef-4b53-ac30-1866570d1eae
neutral,65,"just a moment and i'll transfer you",2c1bfacf-a93d-46ca-b86f-f987c1a33a1d
neutral,65,"just called to cancel",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"just calling to confirm",846fc94e-5202-4b77-9896-727b04fe2504
neutral,65,"just cancel",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"just cancel it",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"just cancel please",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"just confirm the mobile number",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"just cut my losses and",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"just finally your email address",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"just give me a call back",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"just give us a call back later",1a64b272-550d-4e17-bb79-b3a1b6404acf
neutral,65,"just gonna cancel",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"just grab a mobile number",85966126-5463-4ea3-a2ee-e55c459a39b5
neutral,65,"just looking to cancel",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"just moved into our house",7dda5c90-5431-4d58-80be-d7eecd74fff5
neutral,65,"just process the cancellation",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"just received my bill",aa441534-0581-4b93-a828-e6892a764f69
neutral,65,"just ringing up to cancel",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"just trying to get our account balance",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"just wanna cancel",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"just want to cancel",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"just want to cancel my account",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"just wanted to know what my balance is",f1434f27-4a13-4119-bd27-b06f437f3eec
neutral,65,"just wanting to cancel",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"just wanting to cancel my",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
neutral,65,"just wondering if",846fc94e-5202-4b77-9896-727b04fe2504
