ID	TIMEZONE	STARTTIME	ENDTIME	BIAS
72481	Australia/ACT	2000-08-26 16:00:00.000	2001-03-24 16:00:00.000	660
72482	Australia/ACT	2001-03-24 16:00:00.000	2001-10-27 16:00:00.000	600
72483	Australia/ACT	2001-10-27 16:00:00.000	2002-03-30 16:00:00.000	660
72484	Australia/ACT	2002-03-30 16:00:00.000	2002-10-26 16:00:00.000	600
72485	Australia/ACT	2002-10-26 16:00:00.000	2003-03-29 16:00:00.000	660
72486	Australia/ACT	2003-03-29 16:00:00.000	2003-10-25 16:00:00.000	600
72487	Australia/ACT	2003-10-25 16:00:00.000	2004-03-27 16:00:00.000	660
72488	Australia/ACT	2004-03-27 16:00:00.000	2004-10-30 16:00:00.000	600
72489	Australia/ACT	2004-10-30 16:00:00.000	2005-03-26 16:00:00.000	660
72490	Australia/ACT	2005-03-26 16:00:00.000	2005-10-29 16:00:00.000	600
72491	Australia/ACT	2005-10-29 16:00:00.000	2006-04-01 16:00:00.000	660
72492	Australia/ACT	2006-04-01 16:00:00.000	2006-10-28 16:00:00.000	600
72493	Australia/ACT	2006-10-28 16:00:00.000	2007-03-24 16:00:00.000	660
72494	Australia/ACT	2007-03-24 16:00:00.000	2007-10-27 16:00:00.000	600
72495	Australia/ACT	2007-10-27 16:00:00.000	2008-03-29 16:00:00.000	660
72496	Australia/ACT	2008-03-29 16:00:00.000	2008-10-25 16:00:00.000	600
72497	Australia/ACT	2008-10-25 16:00:00.000	2009-03-28 16:00:00.000	660
72498	Australia/ACT	2009-03-28 16:00:00.000	2009-10-24 16:00:00.000	600
72499	Australia/ACT	2009-10-24 16:00:00.000	2010-03-27 16:00:00.000	660
72500	Australia/ACT	2010-03-27 16:00:00.000	2010-10-30 16:00:00.000	600
72501	Australia/ACT	2010-10-30 16:00:00.000	2011-03-26 16:00:00.000	660
72502	Australia/ACT	2011-03-26 16:00:00.000	2011-10-29 16:00:00.000	600
72503	Australia/ACT	2011-10-29 16:00:00.000	2012-03-24 16:00:00.000	660
72504	Australia/ACT	2012-03-24 16:00:00.000	2012-10-27 16:00:00.000	600
72505	Australia/ACT	2012-10-27 16:00:00.000	2013-03-30 16:00:00.000	660
72506	Australia/ACT	2013-03-30 16:00:00.000	2013-10-26 16:00:00.000	600
72507	Australia/ACT	2013-10-26 16:00:00.000	2014-03-29 16:00:00.000	660
72508	Australia/ACT	2014-03-29 16:00:00.000	2014-10-25 16:00:00.000	600
72509	Australia/ACT	2014-10-25 16:00:00.000	2015-03-28 16:00:00.000	660
72510	Australia/ACT	2015-03-28 16:00:00.000	2015-10-24 16:00:00.000	600
72511	Australia/ACT	2015-10-24 16:00:00.000	2016-03-26 16:00:00.000	660
72512	Australia/ACT	2016-03-26 16:00:00.000	2016-10-29 16:00:00.000	600
72513	Australia/ACT	2016-10-29 16:00:00.000	2017-03-25 16:00:00.000	660
72514	Australia/ACT	2017-03-25 16:00:00.000	2017-10-28 16:00:00.000	600
72515	Australia/ACT	2017-10-28 16:00:00.000	2018-03-24 16:00:00.000	660
72516	Australia/ACT	2018-03-24 16:00:00.000	2018-10-27 16:00:00.000	600
72517	Australia/ACT	2018-10-27 16:00:00.000	2019-03-30 16:00:00.000	660
72518	Australia/ACT	2019-03-30 16:00:00.000	2019-10-26 16:00:00.000	600
72519	Australia/ACT	2019-10-26 16:00:00.000	2020-03-28 16:00:00.000	660
72520	Australia/ACT	2020-03-28 16:00:00.000	2020-10-24 16:00:00.000	600
72521	Australia/ACT	2020-10-24 16:00:00.000	2021-03-27 16:00:00.000	660
72522	Australia/ACT	2021-03-27 16:00:00.000	2021-10-30 16:00:00.000	600
72523	Australia/ACT	2021-10-30 16:00:00.000	2022-03-26 16:00:00.000	660
72524	Australia/ACT	2022-03-26 16:00:00.000	2022-10-29 16:00:00.000	600
72525	Australia/ACT	2022-10-29 16:00:00.000	2023-03-25 16:00:00.000	660
72526	Australia/ACT	2023-03-25 16:00:00.000	2023-10-28 16:00:00.000	600
72527	Australia/ACT	2023-10-28 16:00:00.000	2024-03-30 16:00:00.000	660
72528	Australia/ACT	2024-03-30 16:00:00.000	2024-10-26 16:00:00.000	600
72529	Australia/ACT	2024-10-26 16:00:00.000	2025-03-29 16:00:00.000	660
72530	Australia/ACT	2025-03-29 16:00:00.000	2025-10-25 16:00:00.000	600
72531	Australia/ACT	2025-10-25 16:00:00.000	2026-03-28 16:00:00.000	660
72532	Australia/ACT	2026-03-28 16:00:00.000	2026-10-24 16:00:00.000	600
72533	Australia/ACT	2026-10-24 16:00:00.000	2027-03-27 16:00:00.000	660
72534	Australia/ACT	2027-03-27 16:00:00.000	2027-10-30 16:00:00.000	600
72535	Australia/ACT	2027-10-30 16:00:00.000	2028-03-25 16:00:00.000	660
72536	Australia/ACT	2028-03-25 16:00:00.000	2028-10-28 16:00:00.000	600
72537	Australia/ACT	2028-10-28 16:00:00.000	2029-03-24 16:00:00.000	660
72538	Australia/ACT	2029-03-24 16:00:00.000	2029-10-27 16:00:00.000	600
72539	Australia/ACT	2029-10-27 16:00:00.000	2030-03-30 16:00:00.000	660
72540	Australia/ACT	2030-03-30 16:00:00.000	2030-10-26 16:00:00.000	600
72541	Australia/ACT	2030-10-26 16:00:00.000	2031-03-29 16:00:00.000	660
72542	Australia/ACT	2031-03-29 16:00:00.000	2031-10-25 16:00:00.000	600
72543	Australia/ACT	2031-10-25 16:00:00.000	2032-03-27 16:00:00.000	660
72544	Australia/ACT	2032-03-27 16:00:00.000	2032-10-30 16:00:00.000	600
72545	Australia/ACT	2032-10-30 16:00:00.000	2033-03-26 16:00:00.000	660
72546	Australia/ACT	2033-03-26 16:00:00.000	2033-10-29 16:00:00.000	600
72547	Australia/ACT	2033-10-29 16:00:00.000	2034-03-25 16:00:00.000	660
72548	Australia/ACT	2034-03-25 16:00:00.000	2034-10-28 16:00:00.000	600
72549	Australia/ACT	2034-10-28 16:00:00.000	2035-03-24 16:00:00.000	660
72550	Australia/ACT	2035-03-24 16:00:00.000	2035-10-27 16:00:00.000	600
72551	Australia/ACT	2035-10-27 16:00:00.000	2036-03-29 16:00:00.000	660
72552	Australia/ACT	2036-03-29 16:00:00.000	2036-10-25 16:00:00.000	600
72553	Australia/ACT	2036-10-25 16:00:00.000	2037-03-28 16:00:00.000	660
72554	Australia/ACT	2037-03-28 16:00:00.000	2037-10-24 16:00:00.000	600
72555	Australia/ACT	2037-10-24 16:00:00.000	2038-03-27 16:00:00.000	660
72556	Australia/ACT	2038-03-27 16:00:00.000	2038-10-30 16:00:00.000	600
72557	Australia/ACT	2038-10-30 16:00:00.000	2039-03-26 16:00:00.000	660
72558	Australia/ACT	2039-03-26 16:00:00.000	2039-10-29 16:00:00.000	600
72559	Australia/ACT	2039-10-29 16:00:00.000	2040-03-24 16:00:00.000	660
72560	Australia/ACT	2040-03-24 16:00:00.000	2040-10-27 16:00:00.000	600
72561	Australia/ACT	2040-10-27 16:00:00.000	2041-03-30 16:00:00.000	660
72562	Australia/ACT	2041-03-30 16:00:00.000	2041-10-26 16:00:00.000	600
72563	Australia/ACT	2041-10-26 16:00:00.000	2042-03-29 16:00:00.000	660
72564	Australia/ACT	2042-03-29 16:00:00.000	2042-10-25 16:00:00.000	600
72565	Australia/ACT	2042-10-25 16:00:00.000	2043-03-28 16:00:00.000	660
72566	Australia/ACT	2043-03-28 16:00:00.000	2043-10-24 16:00:00.000	600
72567	Australia/ACT	2043-10-24 16:00:00.000	2044-03-26 16:00:00.000	660
72568	Australia/ACT	2044-03-26 16:00:00.000	2044-10-29 16:00:00.000	600
72569	Australia/ACT	2044-10-29 16:00:00.000	2045-03-25 16:00:00.000	660
72570	Australia/ACT	2045-03-25 16:00:00.000	2045-10-28 16:00:00.000	600
72571	Australia/ACT	2045-10-28 16:00:00.000	2046-03-24 16:00:00.000	660
72572	Australia/ACT	2046-03-24 16:00:00.000	2046-10-27 16:00:00.000	600
72573	Australia/ACT	2046-10-27 16:00:00.000	2047-03-30 16:00:00.000	660
72574	Australia/ACT	2047-03-30 16:00:00.000	2047-10-26 16:00:00.000	600
72575	Australia/ACT	2047-10-26 16:00:00.000	2048-03-28 16:00:00.000	660
72576	Australia/ACT	2048-03-28 16:00:00.000	2048-10-24 16:00:00.000	600
72577	Australia/ACT	2048-10-24 16:00:00.000	2049-03-27 16:00:00.000	660
72578	Australia/ACT	2049-03-27 16:00:00.000	2049-08-08 14:00:00.000	600
71359	Australia/Adelaide	1969-08-08 14:30:00.000	1971-10-30 16:30:00.000	570
71360	Australia/Adelaide	1971-10-30 16:30:00.000	1972-02-26 16:30:00.000	630
71361	Australia/Adelaide	1972-02-26 16:30:00.000	1972-10-28 16:30:00.000	570
71362	Australia/Adelaide	1972-10-28 16:30:00.000	1973-03-03 16:30:00.000	630
71363	Australia/Adelaide	1973-03-03 16:30:00.000	1973-10-27 16:30:00.000	570
71364	Australia/Adelaide	1973-10-27 16:30:00.000	1974-03-02 16:30:00.000	630
71365	Australia/Adelaide	1974-03-02 16:30:00.000	1974-10-26 16:30:00.000	570
71366	Australia/Adelaide	1974-10-26 16:30:00.000	1975-03-01 16:30:00.000	630
71367	Australia/Adelaide	1975-03-01 16:30:00.000	1975-10-25 16:30:00.000	570
71368	Australia/Adelaide	1975-10-25 16:30:00.000	1976-03-06 16:30:00.000	630
71369	Australia/Adelaide	1976-03-06 16:30:00.000	1976-10-30 16:30:00.000	570
71370	Australia/Adelaide	1976-10-30 16:30:00.000	1977-03-05 16:30:00.000	630
71371	Australia/Adelaide	1977-03-05 16:30:00.000	1977-10-29 16:30:00.000	570
71372	Australia/Adelaide	1977-10-29 16:30:00.000	1978-03-04 16:30:00.000	630
71373	Australia/Adelaide	1978-03-04 16:30:00.000	1978-10-28 16:30:00.000	570
71374	Australia/Adelaide	1978-10-28 16:30:00.000	1979-03-03 16:30:00.000	630
71375	Australia/Adelaide	1979-03-03 16:30:00.000	1979-10-27 16:30:00.000	570
71376	Australia/Adelaide	1979-10-27 16:30:00.000	1980-03-01 16:30:00.000	630
71377	Australia/Adelaide	1980-03-01 16:30:00.000	1980-10-25 16:30:00.000	570
71378	Australia/Adelaide	1980-10-25 16:30:00.000	1981-02-28 16:30:00.000	630
71379	Australia/Adelaide	1981-02-28 16:30:00.000	1981-10-24 16:30:00.000	570
71380	Australia/Adelaide	1981-10-24 16:30:00.000	1982-03-06 16:30:00.000	630
71381	Australia/Adelaide	1982-03-06 16:30:00.000	1982-10-30 16:30:00.000	570
71382	Australia/Adelaide	1982-10-30 16:30:00.000	1983-03-05 16:30:00.000	630
71383	Australia/Adelaide	1983-03-05 16:30:00.000	1983-10-29 16:30:00.000	570
71384	Australia/Adelaide	1983-10-29 16:30:00.000	1984-03-03 16:30:00.000	630
71385	Australia/Adelaide	1984-03-03 16:30:00.000	1984-10-27 16:30:00.000	570
71386	Australia/Adelaide	1984-10-27 16:30:00.000	1985-03-02 16:30:00.000	630
71387	Australia/Adelaide	1985-03-02 16:30:00.000	1985-10-26 16:30:00.000	570
71388	Australia/Adelaide	1985-10-26 16:30:00.000	1986-03-15 16:30:00.000	630
71389	Australia/Adelaide	1986-03-15 16:30:00.000	1986-10-18 16:30:00.000	570
71390	Australia/Adelaide	1986-10-18 16:30:00.000	1987-03-14 16:30:00.000	630
71391	Australia/Adelaide	1987-03-14 16:30:00.000	1987-10-24 16:30:00.000	570
71392	Australia/Adelaide	1987-10-24 16:30:00.000	1988-03-19 16:30:00.000	630
71393	Australia/Adelaide	1988-03-19 16:30:00.000	1988-10-29 16:30:00.000	570
71394	Australia/Adelaide	1988-10-29 16:30:00.000	1989-03-18 16:30:00.000	630
71395	Australia/Adelaide	1989-03-18 16:30:00.000	1989-10-28 16:30:00.000	570
71396	Australia/Adelaide	1989-10-28 16:30:00.000	1990-03-17 16:30:00.000	630
71397	Australia/Adelaide	1990-03-17 16:30:00.000	1990-10-27 16:30:00.000	570
71398	Australia/Adelaide	1990-10-27 16:30:00.000	1991-03-02 16:30:00.000	630
71399	Australia/Adelaide	1991-03-02 16:30:00.000	1991-10-26 16:30:00.000	570
71400	Australia/Adelaide	1991-10-26 16:30:00.000	1992-03-21 16:30:00.000	630
71401	Australia/Adelaide	1992-03-21 16:30:00.000	1992-10-24 16:30:00.000	570
71402	Australia/Adelaide	1992-10-24 16:30:00.000	1993-03-06 16:30:00.000	630
71403	Australia/Adelaide	1993-03-06 16:30:00.000	1993-10-30 16:30:00.000	570
71404	Australia/Adelaide	1993-10-30 16:30:00.000	1994-03-19 16:30:00.000	630
71405	Australia/Adelaide	1994-03-19 16:30:00.000	1994-10-29 16:30:00.000	570
71406	Australia/Adelaide	1994-10-29 16:30:00.000	1995-03-25 16:30:00.000	630
71407	Australia/Adelaide	1995-03-25 16:30:00.000	1995-10-28 16:30:00.000	570
71408	Australia/Adelaide	1995-10-28 16:30:00.000	1996-03-30 16:30:00.000	630
71409	Australia/Adelaide	1996-03-30 16:30:00.000	1996-10-26 16:30:00.000	570
71410	Australia/Adelaide	1996-10-26 16:30:00.000	1997-03-29 16:30:00.000	630
71411	Australia/Adelaide	1997-03-29 16:30:00.000	1997-10-25 16:30:00.000	570
71412	Australia/Adelaide	1997-10-25 16:30:00.000	1998-03-28 16:30:00.000	630
71413	Australia/Adelaide	1998-03-28 16:30:00.000	1998-10-24 16:30:00.000	570
71414	Australia/Adelaide	1998-10-24 16:30:00.000	1999-03-27 16:30:00.000	630
71415	Australia/Adelaide	1999-03-27 16:30:00.000	1999-10-30 16:30:00.000	570
71416	Australia/Adelaide	1999-10-30 16:30:00.000	2000-03-25 16:30:00.000	630
71417	Australia/Adelaide	2000-03-25 16:30:00.000	2000-10-28 16:30:00.000	570
71418	Australia/Adelaide	2000-10-28 16:30:00.000	2001-03-24 16:30:00.000	630
71419	Australia/Adelaide	2001-03-24 16:30:00.000	2001-10-27 16:30:00.000	570
71420	Australia/Adelaide	2001-10-27 16:30:00.000	2002-03-30 16:30:00.000	630
71421	Australia/Adelaide	2002-03-30 16:30:00.000	2002-10-26 16:30:00.000	570
71422	Australia/Adelaide	2002-10-26 16:30:00.000	2003-03-29 16:30:00.000	630
71423	Australia/Adelaide	2003-03-29 16:30:00.000	2003-10-25 16:30:00.000	570
71424	Australia/Adelaide	2003-10-25 16:30:00.000	2004-03-27 16:30:00.000	630
71425	Australia/Adelaide	2004-03-27 16:30:00.000	2004-10-30 16:30:00.000	570
71426	Australia/Adelaide	2004-10-30 16:30:00.000	2005-03-26 16:30:00.000	630
71427	Australia/Adelaide	2005-03-26 16:30:00.000	2005-10-29 16:30:00.000	570
71428	Australia/Adelaide	2005-10-29 16:30:00.000	2006-04-01 16:30:00.000	630
71429	Australia/Adelaide	2006-04-01 16:30:00.000	2006-10-28 16:30:00.000	570
71430	Australia/Adelaide	2006-10-28 16:30:00.000	2007-03-24 16:30:00.000	630
71431	Australia/Adelaide	2007-03-24 16:30:00.000	2007-10-27 16:30:00.000	570
71432	Australia/Adelaide	2007-10-27 16:30:00.000	2008-03-29 16:30:00.000	630
71433	Australia/Adelaide	2008-03-29 16:30:00.000	2008-10-25 16:30:00.000	570
71434	Australia/Adelaide	2008-10-25 16:30:00.000	2009-03-28 16:30:00.000	630
71435	Australia/Adelaide	2009-03-28 16:30:00.000	2009-10-24 16:30:00.000	570
71436	Australia/Adelaide	2009-10-24 16:30:00.000	2010-03-27 16:30:00.000	630
71437	Australia/Adelaide	2010-03-27 16:30:00.000	2010-10-30 16:30:00.000	570
71438	Australia/Adelaide	2010-10-30 16:30:00.000	2011-03-26 16:30:00.000	630
71439	Australia/Adelaide	2011-03-26 16:30:00.000	2011-10-29 16:30:00.000	570
71440	Australia/Adelaide	2011-10-29 16:30:00.000	2012-03-24 16:30:00.000	630
71441	Australia/Adelaide	2012-03-24 16:30:00.000	2012-10-27 16:30:00.000	570
71442	Australia/Adelaide	2012-10-27 16:30:00.000	2013-03-30 16:30:00.000	630
71443	Australia/Adelaide	2013-03-30 16:30:00.000	2013-10-26 16:30:00.000	570
71444	Australia/Adelaide	2013-10-26 16:30:00.000	2014-03-29 16:30:00.000	630
71445	Australia/Adelaide	2014-03-29 16:30:00.000	2014-10-25 16:30:00.000	570
71446	Australia/Adelaide	2014-10-25 16:30:00.000	2015-03-28 16:30:00.000	630
71447	Australia/Adelaide	2015-03-28 16:30:00.000	2015-10-24 16:30:00.000	570
71448	Australia/Adelaide	2015-10-24 16:30:00.000	2016-03-26 16:30:00.000	630
71449	Australia/Adelaide	2016-03-26 16:30:00.000	2016-10-29 16:30:00.000	570
71450	Australia/Adelaide	2016-10-29 16:30:00.000	2017-03-25 16:30:00.000	630
71451	Australia/Adelaide	2017-03-25 16:30:00.000	2017-10-28 16:30:00.000	570
71452	Australia/Adelaide	2017-10-28 16:30:00.000	2018-03-24 16:30:00.000	630
71453	Australia/Adelaide	2018-03-24 16:30:00.000	2018-10-27 16:30:00.000	570
71454	Australia/Adelaide	2018-10-27 16:30:00.000	2019-03-30 16:30:00.000	630
71455	Australia/Adelaide	2019-03-30 16:30:00.000	2019-10-26 16:30:00.000	570
71456	Australia/Adelaide	2019-10-26 16:30:00.000	2020-03-28 16:30:00.000	630
71457	Australia/Adelaide	2020-03-28 16:30:00.000	2020-10-24 16:30:00.000	570
71458	Australia/Adelaide	2020-10-24 16:30:00.000	2021-03-27 16:30:00.000	630
71459	Australia/Adelaide	2021-03-27 16:30:00.000	2021-10-30 16:30:00.000	570
71460	Australia/Adelaide	2021-10-30 16:30:00.000	2022-03-26 16:30:00.000	630
71461	Australia/Adelaide	2022-03-26 16:30:00.000	2022-10-29 16:30:00.000	570
71462	Australia/Adelaide	2022-10-29 16:30:00.000	2023-03-25 16:30:00.000	630
71463	Australia/Adelaide	2023-03-25 16:30:00.000	2023-10-28 16:30:00.000	570
71464	Australia/Adelaide	2023-10-28 16:30:00.000	2024-03-30 16:30:00.000	630
71465	Australia/Adelaide	2024-03-30 16:30:00.000	2024-10-26 16:30:00.000	570
71466	Australia/Adelaide	2024-10-26 16:30:00.000	2025-03-29 16:30:00.000	630
71467	Australia/Adelaide	2025-03-29 16:30:00.000	2025-10-25 16:30:00.000	570
71468	Australia/Adelaide	2025-10-25 16:30:00.000	2026-03-28 16:30:00.000	630
71469	Australia/Adelaide	2026-03-28 16:30:00.000	2026-10-24 16:30:00.000	570
71470	Australia/Adelaide	2026-10-24 16:30:00.000	2027-03-27 16:30:00.000	630
71471	Australia/Adelaide	2027-03-27 16:30:00.000	2027-10-30 16:30:00.000	570
71472	Australia/Adelaide	2027-10-30 16:30:00.000	2028-03-25 16:30:00.000	630
71473	Australia/Adelaide	2028-03-25 16:30:00.000	2028-10-28 16:30:00.000	570
71474	Australia/Adelaide	2028-10-28 16:30:00.000	2029-03-24 16:30:00.000	630
71475	Australia/Adelaide	2029-03-24 16:30:00.000	2029-10-27 16:30:00.000	570
71476	Australia/Adelaide	2029-10-27 16:30:00.000	2030-03-30 16:30:00.000	630
71477	Australia/Adelaide	2030-03-30 16:30:00.000	2030-10-26 16:30:00.000	570
71478	Australia/Adelaide	2030-10-26 16:30:00.000	2031-03-29 16:30:00.000	630
71479	Australia/Adelaide	2031-03-29 16:30:00.000	2031-10-25 16:30:00.000	570
71480	Australia/Adelaide	2031-10-25 16:30:00.000	2032-03-27 16:30:00.000	630
71481	Australia/Adelaide	2032-03-27 16:30:00.000	2032-10-30 16:30:00.000	570
71482	Australia/Adelaide	2032-10-30 16:30:00.000	2033-03-26 16:30:00.000	630
71483	Australia/Adelaide	2033-03-26 16:30:00.000	2033-10-29 16:30:00.000	570
71484	Australia/Adelaide	2033-10-29 16:30:00.000	2034-03-25 16:30:00.000	630
71485	Australia/Adelaide	2034-03-25 16:30:00.000	2034-10-28 16:30:00.000	570
71486	Australia/Adelaide	2034-10-28 16:30:00.000	2035-03-24 16:30:00.000	630
71487	Australia/Adelaide	2035-03-24 16:30:00.000	2035-10-27 16:30:00.000	570
71488	Australia/Adelaide	2035-10-27 16:30:00.000	2036-03-29 16:30:00.000	630
71489	Australia/Adelaide	2036-03-29 16:30:00.000	2036-10-25 16:30:00.000	570
71490	Australia/Adelaide	2036-10-25 16:30:00.000	2037-03-28 16:30:00.000	630
71491	Australia/Adelaide	2037-03-28 16:30:00.000	2037-10-24 16:30:00.000	570
71492	Australia/Adelaide	2037-10-24 16:30:00.000	2038-03-27 16:30:00.000	630
71493	Australia/Adelaide	2038-03-27 16:30:00.000	2038-10-30 16:30:00.000	570
71494	Australia/Adelaide	2038-10-30 16:30:00.000	2039-03-26 16:30:00.000	630
71495	Australia/Adelaide	2039-03-26 16:30:00.000	2039-10-29 16:30:00.000	570
71496	Australia/Adelaide	2039-10-29 16:30:00.000	2040-03-24 16:30:00.000	630
71497	Australia/Adelaide	2040-03-24 16:30:00.000	2040-10-27 16:30:00.000	570
71498	Australia/Adelaide	2040-10-27 16:30:00.000	2041-03-30 16:30:00.000	630
71499	Australia/Adelaide	2041-03-30 16:30:00.000	2041-10-26 16:30:00.000	570
71500	Australia/Adelaide	2041-10-26 16:30:00.000	2042-03-29 16:30:00.000	630
71501	Australia/Adelaide	2042-03-29 16:30:00.000	2042-10-25 16:30:00.000	570
71502	Australia/Adelaide	2042-10-25 16:30:00.000	2043-03-28 16:30:00.000	630
71503	Australia/Adelaide	2043-03-28 16:30:00.000	2043-10-24 16:30:00.000	570
71504	Australia/Adelaide	2043-10-24 16:30:00.000	2044-03-26 16:30:00.000	630
71505	Australia/Adelaide	2044-03-26 16:30:00.000	2044-10-29 16:30:00.000	570
71506	Australia/Adelaide	2044-10-29 16:30:00.000	2045-03-25 16:30:00.000	630
71507	Australia/Adelaide	2045-03-25 16:30:00.000	2045-10-28 16:30:00.000	570
71508	Australia/Adelaide	2045-10-28 16:30:00.000	2046-03-24 16:30:00.000	630
71509	Australia/Adelaide	2046-03-24 16:30:00.000	2046-10-27 16:30:00.000	570
71510	Australia/Adelaide	2046-10-27 16:30:00.000	2047-03-30 16:30:00.000	630
71511	Australia/Adelaide	2047-03-30 16:30:00.000	2047-10-26 16:30:00.000	570
71512	Australia/Adelaide	2047-10-26 16:30:00.000	2048-03-28 16:30:00.000	630
71513	Australia/Adelaide	2048-03-28 16:30:00.000	2048-10-24 16:30:00.000	570
71514	Australia/Adelaide	2048-10-24 16:30:00.000	2049-03-27 16:30:00.000	630
71515	Australia/Adelaide	2049-03-27 16:30:00.000	2049-08-08 14:30:00.000	570
72579	Australia/Brisbane	1969-08-08 14:00:00.000	1971-10-30 16:00:00.000	600
72580	Australia/Brisbane	1971-10-30 16:00:00.000	1972-02-26 16:00:00.000	660
72581	Australia/Brisbane	1972-02-26 16:00:00.000	1989-10-28 16:00:00.000	600
72582	Australia/Brisbane	1989-10-28 16:00:00.000	1990-03-03 16:00:00.000	660
72583	Australia/Brisbane	1990-03-03 16:00:00.000	1990-10-27 16:00:00.000	600
72584	Australia/Brisbane	1990-10-27 16:00:00.000	1991-03-02 16:00:00.000	660
72585	Australia/Brisbane	1991-03-02 16:00:00.000	1991-10-26 16:00:00.000	600
72586	Australia/Brisbane	1991-10-26 16:00:00.000	1992-02-29 16:00:00.000	660
72587	Australia/Brisbane	1992-02-29 16:00:00.000	2049-08-08 14:00:00.000	600
71516	Australia/Broken_Hill	1969-08-08 14:30:00.000	1971-10-30 16:30:00.000	570
71517	Australia/Broken_Hill	1971-10-30 16:30:00.000	1972-02-26 16:30:00.000	630
71518	Australia/Broken_Hill	1972-02-26 16:30:00.000	1972-10-28 16:30:00.000	570
71519	Australia/Broken_Hill	1972-10-28 16:30:00.000	1973-03-03 16:30:00.000	630
71520	Australia/Broken_Hill	1973-03-03 16:30:00.000	1973-10-27 16:30:00.000	570
71521	Australia/Broken_Hill	1973-10-27 16:30:00.000	1974-03-02 16:30:00.000	630
71522	Australia/Broken_Hill	1974-03-02 16:30:00.000	1974-10-26 16:30:00.000	570
71523	Australia/Broken_Hill	1974-10-26 16:30:00.000	1975-03-01 16:30:00.000	630
71524	Australia/Broken_Hill	1975-03-01 16:30:00.000	1975-10-25 16:30:00.000	570
71525	Australia/Broken_Hill	1975-10-25 16:30:00.000	1976-03-06 16:30:00.000	630
71526	Australia/Broken_Hill	1976-03-06 16:30:00.000	1976-10-30 16:30:00.000	570
71527	Australia/Broken_Hill	1976-10-30 16:30:00.000	1977-03-05 16:30:00.000	630
71528	Australia/Broken_Hill	1977-03-05 16:30:00.000	1977-10-29 16:30:00.000	570
71529	Australia/Broken_Hill	1977-10-29 16:30:00.000	1978-03-04 16:30:00.000	630
71530	Australia/Broken_Hill	1978-03-04 16:30:00.000	1978-10-28 16:30:00.000	570
71531	Australia/Broken_Hill	1978-10-28 16:30:00.000	1979-03-03 16:30:00.000	630
71532	Australia/Broken_Hill	1979-03-03 16:30:00.000	1979-10-27 16:30:00.000	570
71533	Australia/Broken_Hill	1979-10-27 16:30:00.000	1980-03-01 16:30:00.000	630
71534	Australia/Broken_Hill	1980-03-01 16:30:00.000	1980-10-25 16:30:00.000	570
71535	Australia/Broken_Hill	1980-10-25 16:30:00.000	1981-02-28 16:30:00.000	630
71536	Australia/Broken_Hill	1981-02-28 16:30:00.000	1981-10-24 16:30:00.000	570
71537	Australia/Broken_Hill	1981-10-24 16:30:00.000	1982-04-03 16:30:00.000	630
71538	Australia/Broken_Hill	1982-04-03 16:30:00.000	1982-10-30 16:30:00.000	570
71539	Australia/Broken_Hill	1982-10-30 16:30:00.000	1983-03-05 16:30:00.000	630
71540	Australia/Broken_Hill	1983-03-05 16:30:00.000	1983-10-29 16:30:00.000	570
71541	Australia/Broken_Hill	1983-10-29 16:30:00.000	1984-03-03 16:30:00.000	630
71542	Australia/Broken_Hill	1984-03-03 16:30:00.000	1984-10-27 16:30:00.000	570
71543	Australia/Broken_Hill	1984-10-27 16:30:00.000	1985-03-02 16:30:00.000	630
71544	Australia/Broken_Hill	1985-03-02 16:30:00.000	1985-10-26 16:30:00.000	570
71545	Australia/Broken_Hill	1985-10-26 16:30:00.000	1986-03-15 16:30:00.000	630
71546	Australia/Broken_Hill	1986-03-15 16:30:00.000	1986-10-18 16:30:00.000	570
71547	Australia/Broken_Hill	1986-10-18 16:30:00.000	1987-03-14 16:30:00.000	630
71548	Australia/Broken_Hill	1987-03-14 16:30:00.000	1987-10-24 16:30:00.000	570
71549	Australia/Broken_Hill	1987-10-24 16:30:00.000	1988-03-19 16:30:00.000	630
71550	Australia/Broken_Hill	1988-03-19 16:30:00.000	1988-10-29 16:30:00.000	570
71551	Australia/Broken_Hill	1988-10-29 16:30:00.000	1989-03-18 16:30:00.000	630
71552	Australia/Broken_Hill	1989-03-18 16:30:00.000	1989-10-28 16:30:00.000	570
71553	Australia/Broken_Hill	1989-10-28 16:30:00.000	1990-03-03 16:30:00.000	630
71554	Australia/Broken_Hill	1990-03-03 16:30:00.000	1990-10-27 16:30:00.000	570
71555	Australia/Broken_Hill	1990-10-27 16:30:00.000	1991-03-02 16:30:00.000	630
71556	Australia/Broken_Hill	1991-03-02 16:30:00.000	1991-10-26 16:30:00.000	570
71557	Australia/Broken_Hill	1991-10-26 16:30:00.000	1992-02-29 16:30:00.000	630
71558	Australia/Broken_Hill	1992-02-29 16:30:00.000	1992-10-24 16:30:00.000	570
71559	Australia/Broken_Hill	1992-10-24 16:30:00.000	1993-03-06 16:30:00.000	630
71560	Australia/Broken_Hill	1993-03-06 16:30:00.000	1993-10-30 16:30:00.000	570
71561	Australia/Broken_Hill	1993-10-30 16:30:00.000	1994-03-05 16:30:00.000	630
71562	Australia/Broken_Hill	1994-03-05 16:30:00.000	1994-10-29 16:30:00.000	570
71563	Australia/Broken_Hill	1994-10-29 16:30:00.000	1995-03-04 16:30:00.000	630
